Elapsed Time since Epoch[min],ECI: X[km],ECI: Y[km],ECI: Z[km],Julian Date[days],GMST[deg],Geocentric Latitude[deg],Geocentric Longitude[deg],Geocentric Height[km],Geodetic Latitude[deg],Geodetic Longitude[deg],Geodetic Height[km]
174,706.12614443,-4884.66573522,-4652.85221699,2461163.77249832,319.27781129,-43.31185446,-41.05212965,404.75377237,-43.49222709,-41.05212965,414.84106072
175,666.72857030,-5191.78668809,-4313.12352543,2461163.77319277,319.52849589,-39.48825929,-42.21063187,404.35594483,-39.66573081,-42.21063187,413.02764162
176,624.27032508,-5475.07416791,-3953.53827044,2461163.77388721,319.77918033,-35.65751315,-43.27438258,403.94346537,-35.82890422,-43.27438258,411.23259023
177,578.94446499,-5733.21149095,-3575.74016418,2461163.77458166,320.02986477,-31.82096922,-44.26363594,403.51533665,-31.98318977,-44.26363594,409.48040134
178,530.95751235,-5964.99622807,-3181.45921509,2461163.77527610,320.28054920,-27.97966725,-45.19393088,403.07075512,-28.12977682,-45.19393088,407.79475711
179,480.52854193,-6169.34621307,-2772.50395635,2461163.77597055,320.53123364,-24.13442777,-46.07747458,402.60916575,-24.26969280,-46.07747458,406.19812095
180,427.88819829,-6345.30502083,-2350.75322286,2461163.77666499,320.78191808,-20.28591590,-46.92408495,402.13031275,-20.40386312,-46.92408495,404.71135060
181,373.27764774,-6492.04687253,-1918.14751214,2461163.77735943,321.03260251,-16.43468583,-47.74185119,401.63428492,-16.53315071,-47.74185119,403.35333835
182,316.94746987,-6608.88092773,-1476.67997033,2461163.77805388,321.28328695,-12.58121270,-48.53761040,401.12155461,-12.65838206,-48.53761040,402.14068581
183,259.15649373,-6695.25492650,-1028.38704913,2461163.77874832,321.53397139,-8.72591617,-49.31730235,400.59300952,-8.78036410,-49.31730235,401.08742037
184,200.17058492,-6750.75814928,-575.33888466,2461163.77944277,321.78465582,-4.86917851,-50.08624359,400.04997627,-4.89989478,-50.08624359,400.20475959
185,140.26139027,-6775.12366675,-119.62945278,2461163.78013721,322.03534026,-1.01135905,-50.84934894,399.49423542,-1.01776919,-50.84934894,399.50092817
186,79.70504730,-6768.22985824,336.63344079,2461163.78083166,322.28602486,2.84719355,-51.61132087,398.92802713,2.86521538,-51.61132087,398.98103558
187,18.78086619,-6730.10118272,791.33827472,2461163.78152610,322.53670930,6.70613015,-52.37682142,398.35404741,6.74825975,-52.37682142,398.64700584
188,-42.23000761,-6660.90819358,1242.37996812,2461163.78222055,322.78739374,10.56509025,-53.15064282,397.77543465,10.63055823,-53.15064282,398.49757962
189,-103.04594188,-6560.96679474,1687.67001499,2461163.78291499,323.03807817,14.42369041,-53.93788644,397.19574662,14.51129717,-53.93788644,398.52837001
190,-163.38616883,-6430.73674270,2125.14653380,2461163.78360943,323.28876261,18.28151100,-54.74416729,396.61892801,18.38964996,-54.74416729,398.73198183
191,-222.97213063,-6270.81940579,2552.78416996,2461163.78430388,323.53944705,22.13808013,-55.57586068,396.04926918,22.26476895,-55.57586068,399.09818771
192,-281.52881098,-6081.95479843,2968.60379120,2461163.78499832,323.79013148,25.99285305,-56.44041534,395.49135641,26.13577223,-56.44041534,399.61415749
193,-338.78604479,-5865.01791397,3370.68191824,2461163.78569277,324.04081592,29.84518468,-57.34676734,394.95001475,30.00172281,-57.34676734,400.26473555
194,-394.47979832,-5621.01438550,3757.15983729,2461163.78638721,324.29150035,33.69429185,-58.30590578,394.43024413,33.86159654,-58.30590578,401.03275982
195,-448.35341274,-5351.07550849,4126.25234470,2461163.78708166,324.54218479,37.53919972,-59.33166973,393.93714995,37.71423333,-59.33166973,401.89941523
196,-500.15880434,-5056.45266340,4476.25607895,2461163.78777610,324.79286923,41.37866354,-60.44190299,393.47586926,41.55826271,-60.44190299,402.84461412
197,-549.65761565,-4738.51117933,4805.55740038,2461163.78847055,325.04355383,45.21105135,-61.66017622,393.05149386,45.39198945,-61.66017622,403.84739542
198,-596.62231190,-4398.72368244,5112.63978379,2461163.78916499,325.29423827,49.03416226,-63.01843287,392.66899163,49.21321392,-63.01843287,404.88633446
199,-640.83721829,-4038.66297415,5396.09069501,2461163.78985943,325.54492270,52.84493524,-64.56119523,392.33312754,53.01894255,-64.56119523,405.93995538
200,-682.09949400,-3659.99448491,5654.60792693,2461163.79055388,325.79560714,56.63896372,-66.35249733,392.04838569,56.80490412,-66.35249733,406.98713809
201,-720.22003957,-3264.46834949,5887.00537587,2461163.79124832,326.04629158,60.40964883,-68.48780724,391.81889393,60.56470591,-68.48780724,408.00751247
202,-755.02433492,-2853.91114875,6092.21824337,2461163.79194277,326.29697601,64.14664155,-71.11552452,391.64835229,64.28828215,-71.11552452,408.98183272
203,-786.35320563,-2430.21736194,6269.30765256,2461163.79263721,326.54766045,67.83279135,-74.47785128,391.53996664,67.95885737,-74.47785128,409.89232556
204,-814.06351600,-1995.34057194,6417.46467175,2461163.79333166,326.79834489,71.43771682,-78.99293205,391.49638884,71.54655189,-78.99293205,410.72300657
205,-838.02878731,-1551.28446384,6536.01374063,2461163.79402610,327.04902932,74.90310339,-85.42765942,391.51966439,74.99376521,-85.42765942,411.45995252
206,-858.13974036,-1100.09365541,6624.41549683,2461163.79472055,327.29971376,78.10640737,-95.25610408,391.61118877,78.17909908,-95.25610408,412.09157323
207,-874.30476159,-643.84439613,6682.26900230,2461163.79541499,327.55039820,80.77075400,-111.18219644,391.77167307,80.82780597,-111.18219644,412.60874671
208,-886.45029217,-184.63516930,6709.31336992,2461163.79610943,327.80108263,82.31392319,-136.03539392,392.00111986,82.36168481,-136.03539392,413.00501432
209,-894.52113961,275.42276937,6705.42879170,2461163.79680388,328.05176724,82.05383559,-165.16534935,392.29880959,82.10317085,-165.16534935,413.27666273
210,-898.48071150,734.21488503,6670.63697013,2461163.79749832,328.30245167,80.13246103,172.44275496,392.66329786,80.19330085,172.44275496,413.42277130
211,-898.31117107,1189.63285748,6605.10095420,2461163.79819277,328.55313611,77.28202840,158.50391268,393.09242388,77.35942239,158.50391268,413.44520877
212,-894.01351413,1639.58404495,6509.12438192,2461163.79888721,328.80382055,73.99168383,149.79842260,393.58332966,74.08723426,149.79842260,413.34857945
213,-885.60756710,2082.00088691,6383.15013060,2461163.79958166,329.05450498,70.48297325,143.98863431,394.13249005,70.59650541,143.98863431,413.14013855
214,-873.13190570,2514.85021465,6227.75837672,2461163.80027610,329.30518942,66.85528711,139.84132201,394.73575280,66.98563487,139.84132201,412.82958126
215,-856.64369390,2936.14243721,6043.66406714,2461163.80097055,329.55587386,63.15709537,136.70916515,395.38838833,63.30245209,136.70916515,412.42891787
216,-836.21844291,3343.94056925,5831.71380438,2461163.80166499,329.80655829,59.41422743,134.23344739,396.08514805,59.57232716,134.23344739,411.95219181
217,-811.94969003,3736.36906560,5592.88214939,2461163.80235943,330.05724273,55.64153712,132.20307291,396.82033053,55.80976877,132.20307291,411.41520908
218,-783.94859723,4111.62242594,5328.26734729,2461163.80305388,330.30792716,51.84812030,130.48689170,397.58785427,52.02361403,130.48689170,410.83522393
219,-752.34346983,4467.97353108,5039.08648322,2461163.80374832,330.55861160,48.03984298,128.99952290,398.38133587,48.21954478,128.99952290,410.23059509
220,-717.27919575,4803.78167116,4726.67007848,2461163.80444277,330.80929621,44.22065543,127.68311116,399.19417235,44.40139650,127.68311116,409.62041822
221,-678.91660633,5117.50022449,4392.45614006,2461163.80513721,331.05998064,40.39331750,126.49707346,400.01962613,40.57188107,126.49707346,409.02414108
222,-637.43176009,5407.68394511,4037.98368056,2461163.80583166,331.31066508,36.55981986,125.41206377,400.85091144,36.73300627,125.41206377,408.46116830
223,-593.01515149,5672.99581674,3664.88572948,2461163.80652610,331.56134952,32.72163963,124.40627560,401.68128052,32.88632961,124.40627560,407.95046312
224,-545.87084707,5912.21343094,3274.88186131,2461163.80722055,331.81203395,28.87990152,123.46309264,402.50410835,29.03311712,123.46309264,407.51015381
225,-496.21555229,6124.23484826,2869.77027056,2461163.80791499,332.06271839,25.03548283,122.56954744,403.31297451,25.17444518,122.56954744,407.15715253
226,-444.27761282,6308.08390284,2451.41942844,2461163.80860943,332.31340282,21.18908408,121.71527978,404.10174076,21.31126711,121.71527978,406.90679454
227,-390.29595475,6462.91491326,2021.75936085,2461163.80930388,332.56408726,17.34127780,120.89181240,404.86462328,17.44445697,120.89181240,406.77250534
228,-334.51896893,6588.01676558,1582.77259127,2461163.80999832,332.81477170,13.49254325,120.09203302,405.59625830,13.57483845,120.09203302,406.76550284
229,-277.20334502,6682.81633843,1136.48479700,2461163.81069277,333.06545613,9.64329195,119.30981219,406.29176014,9.70320363,119.30981219,406.89454132
230,-218.61286183,6746.88124456,684.95523005,2461163.81138721,333.31614057,5.79388700,118.53971151,406.94677095,5.83032500,118.53971151,407.16570277
231,-159.01714040,6779.92186839,230.26695772,2461163.81208166,333.56682517,1.94465846,117.77675092,407.55750124,1.95696274,117.77675092,407.58224056
232,-98.69036741,6781.79268452,-225.48302026,2461163.81277610,333.81750961,-1.90408384,117.01621426,408.12076086,-1.91613078,117.01621426,408.14447896
233,-37.90999621,6752.49284858,-680.19371922,2461163.81347055,334.06819405,-5.75203886,116.25347382,408.63397990,-5.78820823,116.25347382,408.84977094
234,23.04456665,6692.16605733,-1131.77012240,2461163.81416499,334.31887848,-9.59890336,115.48382348,409.09521946,-9.65852505,115.48382348,409.69251523
235,83.89328157,6601.09968171,-1578.13307968,2461163.81485943,334.56956292,-13.44436051,114.70230504,409.50317224,-13.52633657,114.70230504,410.66423243
236,144.35679485,6479.72318239,-2017.22909399,2461163.81555388,334.82024736,-17.28806710,113.90351492,409.85715308,-17.39089357,113.90351492,411.75369826
237,204.15774869,6328.60582328,-2447.03993887,2461163.81624832,335.07093179,-21.12963838,113.08137497,410.15707990,-21.25143482,113.08137497,412.94713123
238,263.02207483,6148.45370420,-2865.59205305,2461163.81694277,335.32161623,-24.96862886,112.22884559,410.40344541,-25.10717512,112.22884559,414.22843021
239,320.68026456,5940.10613873,-3270.96566150,2461163.81763721,335.57230067,-28.80450727,111.33755131,410.59728042,-28.95728664,111.33755131,415.57945702
240,376.86860841,5704.53140785,-3661.30357591,2461163.81833166,335.82298510,-32.63662240,110.39727445,410.74010937,-32.80087036,110.39727445,416.98035763
241,431.33039929,5442.82192368,-4034.81963213,2461163.81902610,336.07366954,-36.46415532,109.39524879,410.83389919,-36.63691295,109.39524879,418.40991533
242,483.81709332,5156.18884069,-4389.80672653,2461163.81972055,336.32435414,-40.28605054,108.31514610,410.88100240,-40.46422167,108.31514610,419.84592851
243,534.08942333,4845.95615395,-4724.64441821,2461163.82041499,336.57503858,-44.10091387,107.13558107,410.88409562,-44.28132506,107.13558107,421.26560554
244,581.91846051,4513.55432556,-5037.80606883,2461163.82110943,336.82572302,-47.90685620,105.82783675,410.84611469,-48.08631886,105.82783675,422.64596892
245,627.08662029,4160.51348082,-5327.86549653,2461163.82180388,337.07640745,-51.70124672,104.35229711,410.77018765,-51.87662077,104.35229711,423.96426140
246,669.38860934,3788.45621615,-5593.50312532,2461163.82249832,337.32709189,-55.48030769,102.65264496,410.65956677,-55.64856666,102.65264496,425.19834637
247,708.63231080,3399.09005976,-5833.51161498,2461163.82319277,337.57777633,-59.23841997,100.64604245,410.51756098,-59.39671845,100.64604245,426.32709590
248,744.63960572,2994.19962497,-6046.80096107,2461163.82388721,337.82846076,-62.96687119,98.20574177,410.34747000,-63.11261699,98.20574177,427.33075966
249,777.24712900,2575.63849465,-6232.40305723,2461163.82458166,338.07914520,-66.65146212,95.12868329,410.15252111,-66.78239951,95.12868329,428.19130903
250,806.30695842,2145.32087311,-6389.47571521,2461163.82527610,338.32982964,-70.26760230,91.07171824,409.93581009,-70.38192102,91.07171824,428.89275085
251,831.68723586,1705.21303980,-6517.30614006,2461163.82597055,338.58051407,-73.76943673,85.41950585,409.70024707,-73.86594317,85.41950585,429.42139691
252,853.27272001,1257.32463694,-6615.31385923,2461163.82666499,338.83119851,-77.06371037,77.00635672,409.44850838,-77.14215499,77.00635672,429.76614721
253,870.96526986,803.69982130,-6683.05310573,2461163.82735943,339.08188294,-79.94413999,63.61798212,409.18299526,-80.00594406,63.61798212,429.91861154
254,884.68425860,346.40830823,-6720.21465561,2461163.82805388,339.33256755,-81.95299934,42.05083162,408.90580014,-82.00282296,42.05083162,429.87332358
255,894.36691743,-112.46366524,-6726.62712016,2461163.82874832,339.58325199,-82.36747752,13.24961245,408.61868093,-82.41479874,13.24961245,429.62782682
256,899.96860883,-570.82243292,-6702.25769286,2461163.82944277,339.83393642,-80.96500004,-12.21963710,408.32304397,-81.02075574,-12.21963710,429.18273134
257,901.46302870,-1026.57602252,-6647.21235052,2461163.83013721,340.08462086,-78.38577338,-28.79741393,408.01993563,-78.45668132,-28.79741393,428.54172146
258,898.84233668,-1477.64328499,-6561.73550711,2461163.83083166,340.33530529,-75.23374823,-39.02338453,407.71004287,-75.32239254,-39.02338453,427.71151385
259,892.11721408,-1921.96300488,-6446.20911844,2461163.83152610,340.58598973,-71.80390949,-45.68668407,407.39370250,-71.91064473,-45.68668407,426.70178105
260,881.31684825,-2357.50296619,-6301.15123463,2461163.83222055,340.83667417,-68.22688885,-50.33917736,407.07091902,-68.35087936,-50.33917736,425.52496761
261,866.48884273,-2782.26894641,-6127.21399741,2461163.83291499,341.08735860,-64.56446554,-53.78907502,406.74139056,-64.70414254,-53.78907502,424.19615814
262,847.69905202,-3194.31361002,-5925.18107895,2461163.83360943,341.33804304,-60.84859226,-56.47560642,406.40454238,-61.00187542,-56.47560642,422.73281641
263,825.03134006,-3591.74527038,-5695.96455945,2461163.83430388,341.58872748,-57.09717585,-58.65217626,406.05956717,-57.26160268,-58.65217626,421.15452018
264,798.58726143,-3972.73648664,-5440.60124157,2461163.83499832,341.83941191,-53.32094343,-60.47346603,405.70547136,-53.49376111,-60.47346603,419.48265181
265,768.48566473,-4335.53246001,-5160.24840137,2461163.83569277,342.09009652,-49.52668364,-62.03865357,405.34112649,-49.70492518,-62.03865357,417.74005557
266,734.86221727,-4678.45919104,-4856.17897770,2461163.83638721,342.34078095,-45.71889366,-63.41406592,404.96532446,-45.89944721,-63.41406592,415.95066664
267,697.86885129,-4999.93135738,-4529.77620463,2461163.83708166,342.59146539,-41.90067063,-64.64570042,404.57683564,-42.08034601,-64.64570042,414.13911776
268,657.67313164,-5298.45986944,-4182.52769505,2461163.83777610,342.84214983,-38.07422101,-65.76648213,404.17446853,-38.24981453,-65.76648213,412.33032975
269,614.45754574,-5572.65905983,-3816.01898772,2461163.83847055,343.09283426,-34.24116518,-66.80065325,403.75712976,-34.40952323,-66.80065325,410.54909292
270,568.41871719,-5821.25346135,-3431.92657428,2461163.83916499,343.34351870,-30.40272712,-67.76652846,403.32388322,-30.56080794,-67.76652846,408.81964693
271,519.76654485,-6043.08412800,-3032.01042809,2461163.83985943,343.59420314,-26.55985666,-68.67828323,402.87400687,-26.70478966,-68.67828323,407.16526669
272,468.72327019,-6237.11445376,-2618.10606162,2461163.84055388,343.84488757,-22.71331078,-69.54715042,402.40704625,-22.84245254,-69.54715042,405.60786246
273,415.52247613,-6402.43544518,-2192.11614478,2461163.84124832,344.09557201,-18.86370933,-70.38224419,401.92286331,-18.97469522,-70.38224419,404.16760204
274,360.40802161,-6538.27040587,-1756.00172178,2461163.84194277,344.34625645,-15.01157416,-71.19114351,401.42167953,-15.10236478,-71.19114351,402.86256287
275,303.63291669,-6643.97899377,-1311.77306949,2461163.84263721,344.59694088,-11.15735758,-71.98031785,400.90411240,-11.22627899,-71.98031785,401.70842149
276,245.45814393,-6719.06061603,-861.48024509,2461163.84333166,344.84762549,-7.30146362,-72.75544844,400.37120425,-7.34724054,-72.75544844,400.71818699
277,186.15143204,-6763.15713074,-407.20337533,2461163.84402610,345.09830992,-3.44426458,-73.52167951,399.82444277,-3.46604591,-73.52167951,399.90198454
