Julian Date [days],Satellite ECI X-Position [km],Satellite ECI Y-Position [km],Satellite ECI Z-Position [km],Ground Station ECI X-Position [km],Ground Station ECI Y-Position [km],Ground Station ECI Z-Position [km],SEZ-South Distance [km],SEZ-East Distance [km],SEZ-Zenith Distance [km],Slant Range [km],Azimuth [deg],Elevation [deg]
2460847.1392361112,1117.5814208984,-3110.5874023438,5963.0566406250,-3544.1523437500,2114.0251464844,4847.2338867188,-5821.1889625115,2098.9363119682,-3461.4480212830,7090.3735432633,19.8276974536,-29.2216714767
2460847.1393518518,1076.2275390625,-3056.7841796875,5998.2827148438,-3545.6931152344,2111.4401855469,4847.2338867188,-5794.6162101913,2075.7289880679,-3392.8430487976,7028.3434612354,19.7083781815,-28.8643279000
2460847.1394675928,1034.7387695312,-3002.5979003906,6032.7548828125,-3547.2316894531,2108.8542480469,4847.2338867188,-5767.3450293146,2052.1679978352,-3324.6347835127,6966.1222083912,19.5868516899,-28.5064443590
2460847.1395833334,993.1203613281,-2948.0356445312,6066.4692382812,-3548.7685546875,2106.2668457031,4847.2338867188,-5739.3799912017,2028.2566339046,-3256.8322069969,6903.7137600654,19.4630508930,-28.1480022347
2460847.1396990740,951.3775634766,-2893.1037597656,6099.4213867188,-3550.3037109375,2103.6784667969,4847.2338867188,-5710.7252111244,2003.9960948588,-3189.4445546258,6841.1212057830,19.3368887228,-27.7889894691
2460847.1398148150,909.5155639648,-2837.8095703125,6131.6074218750,-3551.8366699219,2101.0891113281,4847.2338867188,-5681.3842713762,1979.3905281112,-3122.4799715838,6778.3475327516,19.2083029508,-27.4293842860
2460847.1399305556,867.5396118164,-2782.1596679688,6163.0224609375,-3553.3679199219,2098.4985351562,4847.2338867188,-5651.3613531426,1954.4419649162,-3055.9483884585,6715.3964209822,19.0772075028,-27.0691789557
2460847.1400462962,825.4549560547,-2726.1613769531,6193.6635742188,-3554.8972167969,2095.9067382812,4847.2338867188,-5620.6602742606,1929.1537597690,-2989.8568706827,6652.2703082970,18.9435260228,-26.7083439595
2460847.1401620372,783.2669067383,-2669.8215332031,6223.5268554688,-3556.4245605469,2093.3139648438,4847.2338867188,-5589.2858206986,1903.5280488081,-2924.2145813455,6588.9730562368,18.8071646048,-26.3468636360
2460847.1402777778,740.9807739258,-2613.1472167969,6252.6079101562,-3557.9501953125,2090.7199707031,4847.2338867188,-5557.2418277608,1877.5674354947,-2859.0305190640,6525.5077745708,18.6680328073,-25.9847242275
2460847.1403935184,698.6018066406,-2556.1455078125,6280.9033203125,-3559.4736328125,2088.1250000000,4847.2338867188,-5524.5321545228,1851.2761858678,-2794.3124236162,6461.8775107157,18.5260516961,-25.6219000424
2460847.1405092594,656.1353149414,-2498.8234863281,6308.4101562500,-3560.9953613281,2085.5288085938,4847.2338867188,-5491.1628407863,1824.6560173922,-2730.0692394708,6398.0869780070,18.3811079253,-25.2583701179
2460847.1406250000,613.5866699219,-2441.1884765625,6335.1240234375,-3562.5153808594,2082.9313964844,4847.2338867188,-5457.1367354386,1797.7103494547,-2666.3091310677,6334.1383180528,18.2331096336,-24.8941168508
2460847.1407407406,570.9611206055,-2383.2478027344,6361.0424804688,-3564.0332031250,2080.3330078125,4847.2338867188,-5422.4592698450,1770.4427799544,-2603.0398888719,6270.0357920254,18.0819542542,-24.5291098876
2460847.1408564816,528.2640991211,-2325.0085449219,6386.1616210938,-3565.5493164062,2077.7336425781,4847.2338867188,-5387.1351900906,1742.8555964121,-2540.2706422444,6205.7832803044,17.9275242205,-24.1633339596
2460847.1409722222,485.5009155273,-2266.4780273438,6410.4785156250,-3567.0634765625,2075.1330566406,4847.2338867188,-5351.1689649657,1714.9528886036,-2478.0090071060,6141.3843179726,17.7697151228,-23.7967601035
2460847.1410879628,442.6769104004,-2207.6638183594,6433.9902343750,-3568.5756835938,2072.5312500000,4847.2338867188,-5314.5654733110,1686.7373631574,-2416.2629461425,6076.8425787806,17.6084028276,-23.4293621655
2460847.1412037038,399.7974548340,-2148.5727539062,6456.6938476562,-3570.0861816406,2069.9284667969,4847.2338867188,-5277.3294265196,1658.2118733379,-2355.0402804352,6012.1616092185,17.4434595171,-23.0611129659
2460847.1413194444,356.8679504395,-2089.2126464844,6478.5859375000,-3571.5944824219,2067.3247070312,4847.2338867188,-5239.4659722654,1629.3809380760,-2294.3498394831,5947.3462234704,17.2747666960,-22.6919905995
2460847.1414351850,313.8937377930,-2029.5910644531,6499.6650390625,-3573.1010742188,2064.7197265625,4847.2338867188,-5200.9810061153,1600.2475508771,-2234.1985273684,5882.4007607231,17.1021825439,-22.3219551249
2460847.1415509260,270.8802490234,-1969.7150878906,6519.9272460938,-3574.6057128906,2062.1135253906,4847.2338867188,-5161.8781696860,1570.8146727591,-2174.5945394424,5817.3281139892,16.9255653293,-21.9509856599
2460847.1416666666,227.8328094482,-1909.5925292969,6539.3706054688,-3576.1086425781,2059.5063476562,4847.2338867188,-5122.1638284496,1541.0861119274,-2115.5458166399,5752.1337599326,16.7447666072,-21.5790482949
2460847.1417824072,184.7568511963,-1849.2307128906,6557.9926757812,-3577.6093750000,2056.8979492188,4847.2338867188,-5081.8425787556,1511.0654241486,-2057.0594432831,5686.8212794593,16.5596337504,-21.2061073609
2460847.1418981482,141.6577606201,-1788.6373291016,6575.7910156250,-3579.1083984375,2054.2885742188,4847.2338867188,-5040.9200958254,1480.7562146989,-1999.1434160571,5621.3956254502,16.3700037503,-20.8321313320
2460847.1420138888,98.5409240723,-1727.8199462891,6592.7636718750,-3580.6054687500,2051.6782226562,4847.2338867188,-4999.4020484168,1450.1623130532,-1941.8050867105,5555.8616407078,16.1757079942,-20.4570820279
2460847.1421296299,55.4117622375,-1666.7861328125,6608.9077148438,-3582.1005859375,2049.0666503906,4847.2338867188,-4957.2931056280,1419.2873320200,-1885.0522405572,5490.2234394940,15.9765702295,-20.0809286004
2460847.1422453704,12.2756643295,-1605.5435791016,6624.2221679688,-3583.5939941406,2046.4539794922,4847.2338867188,-4914.5996187178,1388.1348190451,-1828.8915275703,5424.4863266271,15.7723993362,-19.7036227662
2460847.1423611110,-30.8619632721,-1544.0999755859,6638.7045898438,-3585.0852050781,2043.8402099609,4847.2338867188,-4871.3267436204,1356.7088457832,-1773.3305052926,5358.6550753280,15.5630039830,-19.3251279640
2460847.1424768521,-73.9957199097,-1482.4628906250,6652.3530273438,-3586.5747070312,2041.2254638672,4847.2338867188,-4827.4805906776,1325.0130249880,-1718.3768989041,5292.7353548467,15.3481749236,-18.9454059684
2460847.1425925926,-117.1202011108,-1420.6402587891,6665.1665039062,-3588.0622558594,2038.6094970703,4847.2338867188,-4783.0667449173,1293.0512534890,-1664.0367104041,5226.7319812724,15.1276968890,-18.5644017008
2460847.1427083332,-160.2300109863,-1358.6396484375,6677.1425781250,-3589.5478515625,2035.9925537109,4847.2338867188,-4738.0908440310,1260.8278613281,-1610.3179047401,5160.6506853805,14.9013479981,-18.1820786529
2460847.1428240743,-203.3197479248,-1296.4688720703,6688.2797851562,-3591.0314941406,2033.3743896484,4847.2338867188,-4692.5585253507,1228.3462626212,-1557.2271676139,5094.4966882207,14.6688840590,-17.7983870582
2460847.1429398148,-246.3840179443,-1234.1358642578,6698.5771484375,-3592.5134277344,2030.7552490234,4847.2338867188,-4646.4766171288,1195.6108902478,-1504.7715523749,5028.2768200687,14.4300559959,-17.4132750671
2460847.1430555554,-289.4174194336,-1171.6481933594,6708.0332031250,-3593.9931640625,2028.1350097656,4847.2338867188,-4599.8503440474,1162.6257824452,-1452.9573957616,4961.9962808872,14.1846015258,-17.0266876086
2460847.1431712965,-332.4145812988,-1109.0137939453,6716.6469726562,-3595.4711914062,2025.5136718750,4847.2338867188,-4552.6863948563,1129.3947059531,-1401.7916331512,4895.6619158718,13.9322362885,-16.6385701676
2460847.1432870370,-375.3700866699,-1046.2404785156,6724.4174804688,-3596.9472656250,2022.8913574219,4847.2338867188,-4504.9908278924,1095.9224399899,-1351.2806668030,4829.2802563471,13.6726743374,-16.2488622586
2460847.1434027776,-418.2785949707,-983.3361206055,6731.3427734375,-3598.4213867188,2020.2678222656,4847.2338867188,-4456.7691750424,1062.2126174956,-1301.4317327187,4762.8575119671,13.4056012559,-15.8575140615
2460847.1435185187,-461.1347045898,-920.3086547852,6737.4233398438,-3599.8937988281,2017.6433105469,4847.2338867188,-4408.0286477123,1028.2696541712,-1252.2502898539,4696.4013701110,13.1306895108,-15.4644478126
2460847.1436342592,-503.9330749512,-857.1659545898,6742.6572265625,-3601.3640136719,2015.0177001953,4847.2338867188,-4358.7747153430,994.0980736795,-1203.7435214018,4629.9186239634,12.8475993966,-15.0696094782
2460847.1437499998,-546.6683349609,-793.9158935547,6747.0444335938,-3602.8325195312,2012.3909912109,4847.2338867188,-4309.0143259956,959.7020106278,-1155.9173030880,4563.4172746328,12.5559622339,-14.6729236078
2460847.1438657409,-589.3350830078,-730.5664062500,6750.5844726562,-3604.2988281250,2009.7631835938,4847.2338867188,-4258.7539408034,925.0857436368,-1108.7777383315,4496.9052507706,12.2553911786,-14.2743168280
2460847.1439814814,-631.9280395508,-667.1253662109,6753.2768554688,-3605.7634277344,2007.1343994141,4847.2338867188,-4207.9999455561,890.2538735438,-1062.3308668358,4430.3907696491,11.9454809615,-13.8737129166
2460847.1440972220,-674.4418945312,-603.6008300781,6755.1206054688,-3607.2260742188,2004.5045166016,4847.2338867188,-4156.7585571279,855.2109429066,-1016.5832249298,4363.8823210911,11.6258017798,-13.4710403705
2460847.1442129631,-716.8712158203,-540.0007324219,6756.1162109375,-3608.6870117188,2001.8735351562,4847.2338867188,-4105.0370737924,819.9608552100,-971.5403450303,4297.3894195556,11.2958863196,-13.0662100090
2460847.1443287036,-759.2108154297,-476.3329467773,6756.2636718750,-3610.1457519531,1999.2414550781,4847.2338867188,-4052.8417680392,784.5088571277,-927.2075315560,4230.9212176840,10.9552600149,-12.6591292372
2460847.1444444442,-801.4553222656,-412.6055297852,6755.5620117188,-3611.6027832031,1996.6083984375,4847.2338867188,-4000.1790630292,748.8591161832,-883.5914952851,4164.4875366278,10.6034036091,-12.2497215795
2460847.1445601853,-843.5994262695,-348.8264160156,6754.0122070312,-3613.0576171875,1993.9742431641,4847.2338867188,-3947.0563248596,713.0166069001,-840.6971865192,4098.0993244126,10.2397743546,-11.8378816409
2460847.1446759258,-885.6378173828,-285.0036315918,6751.6137695312,-3614.5107421875,1991.3389892578,4847.2338867188,-3893.4799345046,676.9852065428,-798.5306408897,4031.7671255552,9.8637823645,-11.4235192304
2460847.1447916669,-927.5653686523,-221.1451416016,6748.3676757812,-3615.9619140625,1988.7027587891,4847.2338867188,-3839.4570896209,640.7706133107,-757.0966662541,3965.5028790780,9.4748245265,-11.0065212545
2460847.1449074075,-969.3767089844,-157.2589416504,6744.2739257812,-3617.4111328125,1986.0654296875,4847.2338867188,-3784.9947194115,604.3768515380,-716.4011223904,3899.3187831736,9.0722351032,-10.5867879444
2460847.1450231480,-1011.0666503906,-93.3530578613,6739.3334960938,-3618.8583984375,1983.4270019531,4847.2338867188,-3730.0998061604,567.8086854937,-676.4486350231,3833.2276247393,8.6553161541,-10.1641985286
2460847.1451388891,-1052.6300048828,-29.4354705811,6733.5458984375,-3620.3037109375,1980.7875976562,4847.2338867188,-3674.7789270760,531.0712035276,-637.2454057318,3767.2428237671,8.2233298979,-9.7386532026
2460847.1452546297,-1094.0614013672,34.4858055115,6726.9130859375,-3621.7473144531,1978.1470947266,4847.2338867188,-3619.0400050974,494.1689556910,-598.7955767775,3701.3794263804,7.7754783828,-9.3100157808
2460847.1453703702,-1135.3558349609,98.4027709961,6719.4350585938,-3623.1887207031,1975.5056152344,4847.2338867188,-3562.8892866354,457.1071107123,-561.1044305254,3635.6519582381,7.3109240417,-8.8781680432
2460847.1454861113,-1176.5080566406,162.3074188232,6711.1132812500,-3624.6284179688,1972.8629150391,4847.2338867188,-3506.3345635675,419.8902858914,-524.1766378730,3570.0771800545,6.8287606746,-8.4429761212
2460847.1456018519,-1217.5129394531,226.1917266846,6701.9482421875,-3626.0659179688,1970.2193603516,4847.2338867188,-3449.3825432964,382.5235544713,-488.0172315588,3504.6718845024,6.3280303898,-8.0043118200
2460847.1457175924,-1258.3652343750,290.0477294922,6691.9414062500,-3627.5017089844,1967.5745849609,4847.2338867188,-3392.0409970414,345.0115841363,-452.6308650108,3439.4548723248,5.8077009546,-7.5620365223
2460847.1458333335,-1299.0600585938,353.8673706055,6681.0942382812,-3628.9355468750,1964.9288330078,4847.2338867188,-3334.3171194395,307.3597471588,-418.0217040619,3374.4455562696,5.2666822647,-7.1160028956
2460847.1459490741,-1339.5920410156,417.6427307129,6669.4077148438,-3630.3674316406,1962.2821044922,4847.2338867188,-3276.2181394978,269.5727439108,-384.1945830817,3309.6646717611,4.7037969573,-6.6660734809
2460847.1460648146,-1379.9561767578,481.3657531738,6656.8833007812,-3631.7973632812,1959.6342773438,4847.2338867188,-3217.7515137007,231.6556555824,-351.1538893380,3245.1345427707,4.1177919569,-6.2121025330
2460847.1461805557,-1420.1475830078,545.0285034180,6643.5224609375,-3633.2253417969,1956.9853515625,4847.2338867188,-3158.9241072780,193.6137195131,-318.9035100962,3180.8783750212,3.5073299964,-5.7539370419
2460847.1462962963,-1460.1610107422,608.6229858398,6629.3276367188,-3634.6516113281,1954.3354492188,4847.2338867188,-3099.7448963670,155.4516772046,-287.4478387981,3116.9231473569,2.8709683366,-5.2914307304
2460847.1464120368,-1499.9915771484,672.1412353516,6614.2993164062,-3636.0756835938,1951.6845703125,4847.2338867188,-3040.2194810949,117.1753844305,-256.7909717989,3053.2943138753,2.2071872405,-4.8244413374
2460847.1465277779,-1539.6341552734,735.5752563477,6598.4404296875,-3637.4978027344,1949.0325927734,4847.2338867188,-2980.3569096899,78.7891172375,-226.9367240344,2990.0226271463,1.5143262486,-4.3528207341
2460847.1466435185,-1579.0838623047,798.9171752930,6581.7529296875,-3638.9182128906,1946.3795166016,4847.2338867188,-2920.1644522541,40.2985089829,-197.8886856847,2927.1392740963,0.7906362696,-3.8764267585
2460847.1467592590,-1618.3358154297,862.1589965820,6564.2377929688,-3640.3366699219,1943.7254638672,4847.2338867188,-2859.6488066621,1.7086342065,-169.6512419597,2864.6772524620,0.0342341049,-3.3951437283
2460847.1468750001,-1657.3848876953,925.2927856445,6545.8984375000,-3641.7529296875,1941.0704345703,4847.2338867188,-2798.8187248215,-36.9749901397,-142.2273177365,2802.6740827677,359.2431136644,-2.9088386654
2460847.1469907407,-1696.2264404297,988.3106689453,6526.7363281250,-3643.1674804688,1938.4143066406,4847.2338867188,-2737.6812968844,-75.7475391504,-115.6209904888,2741.1685074872,358.4151159882,-2.4174218564
2460847.1471064813,-1734.8554687500,1051.2047119141,6506.7543945312,-3644.5800781250,1935.7570800781,4847.2338867188,-2676.2445590809,-114.6035989092,-89.8352193420,2680.2032183264,357.5479470940,-1.9208032987
2460847.1472222223,-1773.2670898438,1113.9671630859,6485.9550781250,-3645.9907226562,1933.0988769531,4847.2338867188,-2614.5162600009,-153.5378979954,-64.8733596452,2619.8239850649,356.6391558173,-1.4189310805
2460847.1473379629,-1811.4564208984,1176.5899658203,6464.3403320312,-3647.3991699219,1930.4396972656,4847.2338867188,-2552.5037215870,-192.5448836668,-40.7390454185,2560.0797742967,355.6861354194,-0.9117973246
2460847.1474537039,-1849.4189453125,1239.0653076172,6441.9135742188,-3648.8059082031,1927.7794189453,4847.2338867188,-2490.2153179662,-231.6194511315,-17.4348820632,2501.0245650709,354.6861041110,-0.3994176081
2460847.1475694445,-1887.1496582031,1301.3854980469,6418.6772460938,-3650.2106933594,1925.1181640625,4847.2338867188,-2427.6586589167,-270.7562734988,5.0358924594,2442.7158827962,353.6361130492,0.1181208140
2460847.1476851851,-1924.6439208984,1363.5424804688,6394.6347656250,-3651.6135253906,1922.4559326172,4847.2338867188,-2364.8419794044,-309.9497108514,26.6707904314,2385.2164979037,352.5330497401,0.6406779321
2460847.1478009261,-1961.8969726562,1425.5286865234,6369.7880859375,-3653.0146484375,1919.7926025391,4847.2338867188,-2301.7725877909,-349.1948117308,47.4661893178,2328.5933740294,351.3736116149,1.1680015587
2460847.1479166667,-1998.9041748047,1487.3363037109,6344.1411132812,-3654.4135742188,1917.1282958984,4847.2338867188,-2238.4586365413,-388.4857876921,67.4203106394,2272.9196582880,350.1543523988,1.6997811302
2460847.1480324073,-2035.6608886719,1548.9575195312,6317.6967773438,-3655.8105468750,1914.4628906250,4847.2338867188,-2174.9080465353,-427.8173693529,86.5302928188,2218.2741498695,348.8716576653,2.2355572054
2460847.1481481483,-2072.1623535156,1610.3845214844,6290.4589843750,-3657.2055664062,1911.7965087891,4847.2338867188,-2111.1293624438,-467.1839921608,104.7940257024,2164.7424454947,347.5217861855,2.7747425651
2460847.1482638889,-2108.4042968750,1671.6098632812,6262.4296875000,-3658.5986328125,1909.1291503906,4847.2338867188,-2047.1293501333,-506.5802893693,122.2083455239,2112.4149794656,346.1008704996,3.3165520183
2460847.1483796295,-2144.3818359375,1732.6256103516,6233.6137695312,-3659.9899902344,1906.4608154297,4847.2338867188,-1982.9174099931,-546.0008209738,138.7716974215,2061.3917471851,344.6049856311,3.8600379684
2460847.1484953705,-2180.0908203125,1793.4241943359,6204.0146484375,-3661.3791503906,1903.7913818359,4847.2338867188,-1918.5008212684,-585.4398812597,154.4824018957,2011.7778377029,343.0301759198,4.4040207694
2460847.1486111111,-2215.5263671875,1853.9980468750,6173.6352539062,-3662.7663574219,1901.1209716797,4847.2338867188,-1853.8876108887,-624.8922154552,169.3375076864,1963.6865193438,341.3725176103,4.9470166791
2460847.1487268517,-2250.6843261719,1914.3394775391,6142.4799804688,-3664.1518554688,1898.4494628906,4847.2338867188,-1789.0862051681,-664.3523043984,183.3356442013,1917.2390023982,339.6282205324,5.4872833793
2460847.1488425927,-2285.5600585938,1974.4409179688,6110.5522460938,-3665.5351562500,1895.7770996094,4847.2338867188,-1724.1043088826,-703.8142792178,196.4747720847,1872.5630946925,337.7937231649,6.0227251884
2460847.1489583333,-2320.1494140625,2034.2949218750,6077.8569335938,-3666.9167480469,1893.1036376953,4847.2338867188,-1658.9506734324,-743.2730269594,208.7538853015,1829.7951563264,335.8658046798,6.5509058108
2460847.1490740739,-2354.4477539062,2093.8940429688,6044.3969726562,-3668.2961425781,1890.4291992188,4847.2338867188,-1593.6325798272,-782.7228531769,220.1706633893,1789.0765733722,333.8417414244,7.0689596701
2460847.1491898149,-2388.4511718750,2153.2304687500,6010.1777343750,-3669.6735839844,1887.7536621094,4847.2338867188,-1528.1589168496,-822.1579348718,230.7246236043,1750.5562535826,331.7195031674,7.5736630645
2460847.1493055555,-2422.1547851562,2212.2971191406,5975.2026367188,-3671.0493164062,1885.0772705078,4847.2338867188,-1462.5378302996,-861.5732092164,240.4133536330,1714.3873192782,329.4978888582,8.0613182596
2460847.1494212961,-2455.5549316406,2271.0861816406,5939.4760742188,-3672.4228515625,1882.3997802734,4847.2338867188,-1396.7768495149,-900.9624730908,249.2362414237,1680.7253342821,327.1767844984,8.5278936136
2460847.1495370371,-2488.6472167969,2329.5905761719,5903.0029296875,-3673.7946777344,1879.7213134766,4847.2338867188,-1330.8848410367,-940.3206104222,257.1921835704,1649.7288049179,324.7573449531,8.9689781363
2460847.1496527777,-2521.4274902344,2387.8029785156,5865.7871093750,-3675.1643066406,1877.0417480469,4847.2338867188,-1264.8691941503,-979.6419355653,264.2800469878,1621.5536819559,322.2421968821,9.3798809638
2460847.1497685187,-2553.8916015625,2445.7160644531,5827.8339843750,-3676.5322265625,1874.3613281250,4847.2338867188,-1198.7390321739,-1018.9208514007,270.4991505941,1596.3535821203,319.6356667112,9.7557345036
2460847.1498842593,-2586.0354003906,2503.3225097656,5789.1484375000,-3677.8979492188,1871.6798095703,4847.2338867188,-1132.5023093112,-1058.1517406128,275.8491625143,1574.2742287216,316.9438665860,10.0916396285
2460847.1499999999,-2617.8549804688,2560.6147460938,5749.7343750000,-3679.2619628906,1868.9974365234,4847.2338867188,-1066.1670963255,-1097.3286391871,280.3283733617,1555.4505509913,314.1748070451,10.3827644958
2460847.1501157410,-2649.3461914062,2617.5861816406,5709.5971679688,-3680.6237792969,1866.3139648438,4847.2338867188,-999.7413934150,-1136.4465375686,283.9370518367,1540.0044921573,311.3383551438,10.6246474087
2460847.1502314815,-2680.5053710938,2674.2292480469,5668.7421875000,-3681.9836425781,1863.6295166016,4847.2338867188,-933.2338125589,-1175.4993261080,286.6749492781,1528.0400980102,308.4462072892,10.8133143283
2460847.1503472221,-2711.3281250000,2730.5368652344,5627.1743164062,-3683.3417968750,1860.9440917969,4847.2338867188,-866.6529344402,-1214.4817448593,288.5412040203,1519.6411562562,305.5116152521,10.9454640684
2460847.1504629632,-2741.8110351562,2786.5021972656,5584.8984375000,-3684.6977539062,1858.2575683594,4847.2338867188,-800.0060384848,-1253.3880709152,289.5360548239,1514.8671377278,302.5490648060,11.0187177344
2460847.1505787037,-2771.9499511719,2842.1179199219,5541.9204101562,-3686.0517578125,1855.5701904297,4847.2338867188,-733.3023072529,-1292.2124646140,289.6594099790,1513.7529195069,299.5739624856,11.0316866864
2460847.1506944443,-2801.7412109375,2897.3771972656,5498.2451171875,-3687.4040527344,1852.8818359375,4847.2338867188,-666.5496630525,-1330.9496055824,288.9109645839,1516.3063184502,296.6020563710,10.9840671103
2460847.1508101854,-2831.1809082031,2952.2729492188,5453.8779296875,-3688.7541503906,1850.1923828125,4847.2338867188,-599.7560835151,-1369.5937183526,287.2910064227,1522.5079426511,293.6489971875,10.8766881913
2460847.1509259259,-2860.2656250000,3006.7985839844,5408.8251953125,-3690.1022949219,1847.5020751953,4847.2338867188,-532.9302810771,-1408.1392308857,284.8004808235,1532.3126612821,290.7298599009,10.7114609436
2460847.1510416665,-2888.9914550781,3060.9470214844,5363.0917968750,-3691.4484863281,1844.8106689453,4847.2338867188,-466.0801869052,-1446.5806595751,281.4390753931,1545.6501216124,287.8586498782,10.4912051344
2460847.1511574076,-2917.3549804688,3114.7114257812,5316.6835937500,-3692.7929687500,1842.1182861328,4847.2338867188,-399.2142269403,-1484.9122845478,277.2073382671,1562.4277263866,285.0479844404,10.2195706031
2460847.1512731481,-2945.3522949219,3168.0849609375,5269.6064453125,-3694.1352539062,1839.4250488281,4847.2338867188,-332.3406388894,-1523.1282602317,272.1059767644,1582.5333045358,282.3087966580,9.9008250753
2460847.1513888887,-2972.9802246094,3221.0612792969,5221.8666992188,-3695.4755859375,1836.7307128906,4847.2338867188,-265.4676834318,-1561.2234873944,266.1363182476,1605.8394715628,279.6501743737,9.5396639004
2460847.1515046298,-3000.2351074219,3273.6333007812,5173.4697265625,-3696.8139648438,1834.0354003906,4847.2338867188,-198.6035207643,-1599.1919753641,259.2984961118,1632.2052697546,277.0793116048,9.1409591234
2460847.1516203703,-3027.1137695312,3325.7946777344,5124.4213867188,-3698.1503906250,1831.3392333984,4847.2338867188,-131.7560213935,-1637.0281547680,251.5935282037,1661.4813065787,274.6015253365,8.7096462507
2460847.1517361109,-3053.6123046875,3377.5385742188,5074.7290039062,-3699.4848632812,1828.6419677734,4847.2338867188,-64.9345438722,-1674.7266551055,243.0230923959,1693.5129428931,272.2204295664,8.2505633850
2460847.1518518520,-3079.7277832031,3428.8588867188,5024.3974609375,-3700.8171386719,1825.9438476562,4847.2338867188,1.8540583720,-1712.2817670770,233.5877877002,1728.1422227234,269.9379601651,7.7682763914
2460847.1519675925,-3105.4567871094,3479.7487792969,4973.4335937500,-3702.1477050781,1823.2446289062,4847.2338867188,68.6007749604,-1749.6880858440,223.2889469565,1765.2117204184,267.7547296983,7.2670489470
2460847.1520833331,-3130.7961425781,3530.2021484375,4921.8442382812,-3703.4763183594,1820.5445556641,4847.2338867188,135.2973462698,-1786.9399778183,212.1285378913,1804.5659790711,265.6701374712,6.7507848883
2460847.1521990742,-3155.7426757812,3580.2124023438,4869.6352539062,-3704.8029785156,1817.8433837891,4847.2338867188,201.9359867351,-1824.0319022570,200.1076501836,1846.0535189566,263.6825911791,6.2229486945
2460847.1523148147,-3180.2929687500,3629.7734375000,4816.8134765625,-3706.1274414062,1815.1413574219,4847.2338867188,268.5083033199,-1860.9583002179,187.2281387371,1889.5282162583,261.7897416987,5.6866122208
2460847.1524305558,-3204.4443359375,3678.8789062500,4763.3857421875,-3707.4501953125,1812.4382324219,4847.2338867188,335.0059794818,-1897.7138196109,173.4919231441,1934.8504321593,259.9886440718,5.1444409072
2460847.1525462964,-3228.1933593750,3727.5227050781,4709.3579101562,-3708.7707519531,1809.7342529297,4847.2338867188,401.4214422277,-1934.2927625809,158.9002728476,1981.8872224131,258.2758974230,4.5986962951
2460847.1526620369,-3251.5373535156,3775.6984863281,4654.7377929688,-3710.0895996094,1807.0292968750,4847.2338867188,467.7457292601,-1970.6896358012,143.4558402900,2030.5130597976,256.6478472796,4.0513245311
2460847.1527777780,-3274.4731445312,3823.4006347656,4599.5312500000,-3711.4062500000,1804.3233642578,4847.2338867188,533.9716890007,-2006.8992662839,127.1602512897,2080.6105255846,255.1006110155,3.5039181855
2460847.1528935186,-3296.9978027344,3870.6225585938,4543.7460937500,-3712.7209472656,1801.6165771484,4847.2338867188,600.0901898041,-2042.9155782938,110.0160150776,2132.0684368725,253.6302689396,2.9578103012
2460847.1530092591,-3319.1086425781,3917.3588867188,4487.3886718750,-3714.0336914062,1798.9086914062,4847.2338867188,666.0940709157,-2078.7341386753,92.0253891829,2184.7850244034,252.2328502330,2.4140712730
2460847.1531250002,-3340.8029785156,3963.6032714844,4430.4667968750,-3715.3444824219,1796.1999511719,4847.2338867188,731.9745035017,-2114.3485241641,73.1911389134,2238.6632837984,250.9044600721,1.8735692997
2460847.1532407408,-3362.0778808594,4009.3500976562,4372.9868164062,-3716.6533203125,1793.4901123047,4847.2338867188,797.7239902778,-2149.7538264616,53.5152372072,2293.6148237366,249.6412732233,1.3369618437
2460847.1533564813,-3382.9306640625,4054.5937500000,4314.9565429688,-3717.9602050781,1790.7794189453,4847.2338867188,863.3342513895,-2184.9450227129,33.0009136243,2349.5573715490,248.4396069643,0.8047793464
2460847.1534722224,-3403.3586425781,4099.3281250000,4256.3828125000,-3719.2651367188,1788.0677490234,4847.2338867188,928.7971622894,-2219.9157572367,11.6502501198,2406.4134861309,247.2959081405,0.2773890579
2460847.1535879630,-3423.3593750000,4143.5483398438,4197.2734375000,-3720.5678710938,1785.3552246094,4847.2338867188,994.1052186006,-2254.6618632251,-10.5328679529,2464.1136833429,246.2067898835,-0.2449118812
2460847.1537037035,-3442.9304199219,4187.2475585938,4137.6352539062,-3721.8688964844,1782.6416015625,4847.2338867188,1059.2500687831,-2289.1768439141,-33.5465505979,2522.5912673254,245.1690311232,-0.7619674454
2460847.1538194446,-3462.0690917969,4230.4218750000,4077.4760742188,-3723.1677246094,1779.9271240234,4847.2338867188,1124.2242127400,-2323.4565144289,-57.3869088426,2581.7868835866,244.1795862796,-1.2736521777
2460847.1539351852,-3480.7729492188,4273.0644531250,4016.8037109375,-3724.4648437500,1777.2116699219,4847.2338867188,1189.0189463951,-2357.4950049679,-82.0510718764,2641.6436420780,243.2355900432,-1.7799283356
2460847.1540509257,-3499.0397949219,4315.1704101562,3955.6252441406,-3725.7597656250,1774.4952392578,4847.2338867188,1253.6272769622,-2391.2870151287,-107.5356809186,2702.1100756515,242.3343173355,-2.2807983521
2460847.1541666668,-3516.8674316406,4356.7348632812,3893.9489746094,-3727.0527343750,1771.7779541016,4847.2338867188,1318.0409282493,-2424.8275493087,-133.8368638414,2763.1382228455,241.4732357142,-2.7762957982
