Julian Date [days],Satellite ECI X-Position [km],Satellite ECI Y-Position [km],Satellite ECI Z-Position [km],Ground Station ECI X-Position [km],Ground Station ECI Y-Position [km],Ground Station ECI Z-Position [km],SEZ-South Distance [km],SEZ-East Distance [km],SEZ-Zenith Distance [km],Slant Range [km],Azimuth [deg],Elevation [deg]
2460847.1542824074,-3534.2534179688,4397.7524414062,3831.7822265625,-3728.3437500000,1769.0596923828,4847.2338867188,1382.2522804151,-2458.1115919458,-160.9514724066,2824.6839365921,240.6499580168,-3.2665026499
2460847.1543981479,-3551.1955566406,4438.2172851562,3769.1330566406,-3729.6328125000,1766.3404541016,4847.2338867188,1446.2531631904,-2491.1333570184,-188.8758646467,2886.7053377050,239.8622502352,-3.7515177127
2460847.1545138890,-3567.6916503906,4478.1250000000,3706.0090332031,-3730.9196777344,1763.6202392578,4847.2338867188,1510.0363791310,-2523.8882666896,-217.6062153821,2949.1650197989,239.1080167259,-4.2314549046
2460847.1546296296,-3583.7397460938,4517.4702148438,3642.4182128906,-3732.2048339844,1760.8991699219,4847.2338867188,1573.5937060483,-2556.3708289671,-247.1389265516,3012.0269945547,238.3853059583,-4.7064498716
2460847.1547453701,-3599.3376464844,4556.2485351562,3578.3688964844,-3733.4880371094,1758.1771240234,4847.2338867188,1636.9175717206,-2588.5766653406,-277.4695307052,3075.2589532303,237.6922939136,-5.1766315897
2460847.1548611112,-3614.4836425781,4594.4541015625,3513.8688964844,-3734.7690429688,1755.4542236328,4847.2338867188,1700.0005886746,-2620.4998548890,-308.5940436283,3138.8296823386,237.0272582720,-5.6421489931
2460847.1549768518,-3629.1757812500,4632.0830078125,3448.9262695312,-3736.0480957031,1752.7303466797,4847.2338867188,1762.8350512746,-2652.1356524301,-340.5084304297,3202.7108717596,236.3886058134,-6.1031545544
2460847.1550925928,-3643.4121093750,4669.1298828125,3383.5490722656,-3737.3251953125,1750.0054931641,4847.2338867188,1825.4134871828,-2683.4794326927,-373.2084589264,3266.8763090586,235.7748457071,-6.5598003579
2460847.1552083334,-3657.1906738281,4705.5903320312,3317.7458496094,-3738.6003417969,1747.2796630859,4847.2338867188,1887.7278254618,-2714.5256629009,-406.6897636787,3331.3004189732,235.1845845174,-7.0122403944
2460847.1553240740,-3670.5100097656,4741.4599609375,3251.5246582031,-3739.8735351562,1744.5529785156,4847.2338867188,1949.7711927427,-2745.2701518516,-440.9476059772,3395.9609393975,234.6165158255,-7.4606195222
2460847.1554398150,-3683.3681640625,4776.7338867188,3184.8940429688,-3741.1447753906,1741.8253173828,4847.2338867188,2011.5355976448,-2775.7075794214,-475.9775531038,3460.8355433491,234.0694228375,-7.9050908616
2460847.1555555556,-3695.7639160156,4811.4082031250,3117.8623046875,-3742.4138183594,1739.0968017578,4847.2338867188,2073.0142256616,-2805.8330783861,-511.7744968359,3525.9041931358,233.5421558915,-8.3457930526
2460847.1556712962,-3707.6953125000,4845.4775390625,3050.4375000000,-3743.6809082031,1736.3673095703,4847.2338867188,2134.1992512263,-2835.6414132837,-548.3345037035,3591.1473649263,233.0336489317,-8.7828840385
2460847.1557870372,-3719.1608886719,4878.9389648438,2982.6286621094,-3744.9462890625,1733.6369628906,4847.2338867188,2195.0831927360,-2865.1289051957,-585.6520704171,3656.5478547401,232.5429143183,-9.2164907335
2460847.1559027778,-3730.1594238281,4911.7871093750,2914.4443359375,-3746.2094726562,1730.9056396484,4847.2338867188,2255.6589609548,-2894.2896738999,-623.7220013473,3722.0880160931,232.0690014277,-9.6467465494
2460847.1560185184,-3740.6894531250,4944.0180664062,2845.8925781250,-3747.4704589844,1728.1733398438,4847.2338867188,2315.9197347302,-2923.1194802906,-662.5395136269,3787.7526741967,231.6110314570,-10.0737847200
2460847.1561342594,-3750.7495117188,4975.6284179688,2776.9824218750,-3748.7297363281,1725.4401855469,4847.2338867188,2375.8576531622,-2951.6140606567,-702.0994247243,3853.5267941658,231.1681927001,-10.4977309254
2460847.1562500000,-3760.3383789062,5006.6137695312,2707.7224121094,-3749.9870605469,1722.7061767578,4847.2338867188,2435.4657979746,-2979.7685010436,-742.3963944357,3919.3961753550,230.7397065515,-10.9187053183
2460847.1563657406,-3769.4548339844,5036.9697265625,2638.1210937500,-3751.2421875000,1719.9711914062,4847.2338867188,2494.7370849827,-3007.5774490073,-783.4252228601,3985.3469503644,230.3248397894,-11.3368282015
2460847.1564814816,-3778.0979003906,5066.6933593750,2568.1877441406,-3752.4953613281,1717.2352294922,4847.2338867188,2553.6644180725,-3035.0374228415,-825.1797609781,4051.3671465452,229.9229209229,-11.7521994184
2460847.1565972222,-3786.2663574219,5095.7802734375,2497.9306640625,-3753.7465820312,1714.4984130859,4847.2338867188,2612.2408159324,-3062.1433685774,-867.6550416281,4117.4445183158,229.5333033224,-12.1649356459
2460847.1567129628,-3793.9589843750,5124.2275390625,2427.3591308594,-3754.9958496094,1711.7607421875,4847.2338867188,2670.4591198309,-3088.8915701131,-910.8449687445,4183.5680464994,229.1553927653,-12.5751322527
2460847.1568287038,-3801.1752929688,5152.0307617188,2356.4816894531,-3756.2431640625,1709.0220947266,4847.2338867188,2728.3126961034,-3115.2766693078,-954.7439614372,4249.7264530736,228.7886097061,-12.9828915147
2460847.1569444444,-3807.9138183594,5179.1865234375,2285.3073730469,-3757.4882812500,1706.2824707031,4847.2338867188,2785.7943488771,-3141.2942594707,-999.3462747853,4315.9092617601,228.4324224399,-13.3883095955
2460847.1570601850,-3814.1743164062,5205.6918945312,2213.8449707031,-3758.7316894531,1703.5421142578,4847.2338867188,2842.8976745476,-3166.9406281968,-1044.6458136097,4382.1073704741,228.0863280907,-13.7914722081
2460847.1571759260,-3819.9553222656,5231.5434570312,2142.1040039062,-3759.9729003906,1700.8006591797,4847.2338867188,2899.6153256765,-3192.2112701559,-1090.6363216919,4448.3108497948,227.7498548329,-14.1924643406
2460847.1572916666,-3825.2565917969,5256.7377929688,2070.0930175781,-3761.2121582031,1698.0584716797,4847.2338867188,2955.9411083144,-3217.1019051223,-1137.3118462909,4514.5111296216,227.4225480915,-14.5913695151
2460847.1574074072,-3830.0773925781,5281.2714843750,1997.8211669922,-3762.4494628906,1695.3153076172,4847.2338867188,3011.8680954240,-3241.6081399315,-1184.6660954053,4580.6993477750,227.1039846048,-14.9882664781
2460847.1575231482,-3834.4169921875,5305.1420898438,1925.2977294922,-3763.6845703125,1692.5711669922,4847.2338867188,3067.3900012661,-3265.7263672958,-1232.6925544465,4646.8678762911,226.7937652011,-15.3832259268
2460847.1576388888,-3838.2749023438,5328.3457031250,1852.5317382812,-3764.9177246094,1689.8261718750,4847.2338867188,3122.4999401791,-3289.4517269692,-1281.3852161588,4713.0082338851,226.4915071802,-15.7763268643
2460847.1577546299,-3841.6506347656,5350.8803710938,1779.5323486328,-3766.1491699219,1687.0803222656,4847.2338867188,3177.1913820914,-3312.7809311637,-1330.7374528412,4779.1133847935,226.1968585577,-16.1676343819
2460847.1578703704,-3844.5437011719,5372.7426757812,1706.3087158203,-3767.3784179688,1684.3336181641,4847.2338867188,3231.4580381706,-3335.7094800948,-1380.7424327854,4845.1757918311,225.9094736711,-16.5572118737
2460847.1579861110,-3846.9538574219,5393.9301757812,1632.8702392578,-3768.6054687500,1681.5859375000,4847.2338867188,3285.2935873234,-3358.2334306253,-1431.3933515651,4911.1885176994,225.6290299207,-16.9451202375
2460847.1581018521,-3848.8808593750,5414.4404296875,1559.2259521484,-3769.8308105469,1678.8374023438,4847.2338867188,3338.6915263433,-3380.3494818857,-1482.6835587606,4977.1451920936,225.3552284397,-17.3314194274
2460847.1582175926,-3850.3242187500,5434.2700195312,1485.3853759766,-3771.0539550781,1676.0878906250,4847.2338867188,3391.6458280405,-3402.0529028222,-1534.6066408728,5043.0390558349,225.0877697142,-17.7161727502
2460847.1583333332,-3851.2841796875,5453.4174804688,1411.3575439453,-3772.2751464844,1673.3375244141,4847.2338867188,3444.1504254590,-3423.3407589907,-1587.1549390894,5108.8643460198,224.8263845733,-18.0994242723
2460847.1584490743,-3851.7600097656,5471.8793945312,1337.1519775391,-3773.4943847656,1670.5863037109,4847.2338867188,3496.1983054582,-3444.2081797201,-1640.3222342238,5174.6139574300,224.5708091347,-18.4812394772
2460847.1585648148,-3851.7521972656,5489.6542968750,1262.7780761719,-3774.7116699219,1667.8342285156,4847.2338867188,3547.7841614326,-3464.6526846953,-1694.1005441982,5240.2831350540,224.3207982112,-18.8616538519
2460847.1586805554,-3851.2607421875,5506.7392578125,1188.2449951172,-3775.9267578125,1665.0811767578,4847.2338867188,3598.9020599816,-3484.6696742035,-1748.4830564640,5305.8657893312,224.0761064396,-19.2407210073
2460847.1587962965,-3850.2851562500,5523.1328125000,1113.5622558594,-3777.1401367188,1662.3272705078,4847.2338867188,3649.5455157640,-3504.2563793357,-1803.4631054934,5371.3568506126,223.8365193498,-19.6184917172
2460847.1589120370,-3848.8261718750,5538.8325195312,1038.7392578125,-3778.3513183594,1659.5725097656,4847.2338867188,3699.7090672491,-3523.4084594660,-1859.0325204877,5436.7505246013,223.6018120968,-19.9950018763
2460847.1590277776,-3846.8837890625,5553.8369140625,963.7854003906,-3779.5603027344,1656.8168945312,4847.2338867188,3749.3870731297,-3542.1231981100,-1915.1839221501,5502.0423144868,223.3717847251,-20.3702911637
2460847.1591435187,-3844.4582519531,5568.1435546875,888.7101440430,-3780.7675781250,1654.0603027344,4847.2338867188,3798.5731941602,-3560.3968582760,-1971.9102016694,5567.2267731126,223.1462437381,-20.7444054576
2460847.1592592592,-3841.5495605469,5581.7504882812,813.5229492188,-3781.9726562500,1651.3029785156,4847.2338867188,3847.2618662948,-3578.2256172224,-2029.2039144115,5632.2989055851,222.9249979317,-21.1173847557
2460847.1593749998,-3838.1586914062,5594.6567382812,738.2333374023,-3783.1757812500,1648.5446777344,4847.2338867188,3895.4478107588,-3595.6069120426,-2087.0567350275,5697.2544727700,222.7078725430,-21.4892562124
2460847.1594907409,-3834.2856445312,5606.8603515625,662.8507080078,-3784.3769531250,1645.7854003906,4847.2338867188,3943.1253409009,-3612.5373550307,-2145.4616423020,5762.0889661768,222.4946971557,-21.8600619623
2460847.1596064814,-3829.9311523438,5618.3593750000,587.3845825195,-3785.5761718750,1643.0253906250,4847.2338867188,3990.2884506344,-3629.0130277682,-2204.4102864768,5826.7969062000,222.2853068931,-22.2298334223
2460847.1597222220,-3825.0957031250,5629.1533203125,511.8445434570,-3786.7731933594,1640.2645263672,4847.2338867188,4036.9325811382,-3645.0315951946,-2263.8950123064,5891.3751044529,222.0795460033,-22.5986001644
2460847.1598379631,-3819.7797851562,5639.2402343750,436.2399902344,-3787.9682617188,1637.5026855469,4847.2338867188,4083.0522234549,-3660.5900224273,-2323.9083285701,5955.8193971403,221.8772667173,-22.9663970601
2460847.1599537036,-3813.9843750000,5648.6186523438,360.5805358887,-3789.1613769531,1634.7399902344,4847.2338867188,4128.6413181029,-3675.6845222823,-2384.4412911934,6020.1242605149,221.6783254282,-23.3332491955
2460847.1600694442,-3807.7097167969,5657.2880859375,284.8756408691,-3790.3525390625,1631.9764404297,4847.2338867188,4173.6952928306,-3690.3129587348,-2445.4868957590,6084.2869991586,221.4825868866,-23.6991902519
2460847.1601851853,-3800.9572753906,5665.2475585938,209.1349029541,-3791.5415039062,1629.2120361328,4847.2338867188,4218.2093447102,-3704.4726189615,-2507.0357750407,6148.3034926531,221.2899186333,-24.0642351248
2460847.1603009258,-3793.7272949219,5672.4951171875,133.3678131104,-3792.7285156250,1626.4467773438,4847.2338867188,4262.1774699845,-3718.1594356514,-2569.0808562527,6212.1689304566,221.1001912089,-24.4284251591
2460847.1604166669,-3786.0212402344,5679.0302734375,57.5839424133,-3793.9135742188,1623.6806640625,4847.2338867188,4305.5951587805,-3731.3712512888,-2631.6131638134,6275.8799327437,220.9132846948,-24.7917762269
2460847.1605324075,-3777.8395996094,5684.8530273438,-18.2071819305,-3795.0964355469,1620.9136962891,4847.2338867188,4348.4577385722,-3744.1061827438,-2694.6244991627,6339.4334923002,220.7290870699,-25.1543104926
2460847.1606481480,-3769.1838378906,5689.9614257812,-93.9960174561,-3796.2775878906,1618.1458740234,4847.2338867188,4390.7599547349,-3756.3600227523,-2758.1071559999,6402.8250549748,220.5474769615,-25.5160614616
2460847.1607638891,-3760.0549316406,5694.3559570312,-169.7730102539,-3797.4565429688,1615.3770751953,4847.2338867188,4432.4974401852,-3768.1319687000,-2822.0513985210,6466.0518236928,220.3683571715,-25.8770349968
2460847.1608796297,-3750.4538574219,5698.0356445312,-245.5286407471,-3798.6335449219,1612.6075439453,4847.2338867188,4473.6652644099,-3779.4183513166,-2886.4498858067,6529.1099635042,220.1916164991,-26.2372651358
2460847.1609953702,-3740.3818359375,5701.0000000000,-321.2533569336,-3799.8083496094,1609.8371582031,4847.2338867188,4514.2585561259,-3790.2168042690,-2951.2933084368,6591.9955952157,220.0171569110,-26.5967667167
2460847.1611111113,-3729.8405761719,5703.2485351562,-396.9376220703,-3800.9812011719,1607.0657958984,4847.2338867188,4554.2730780598,-3800.5249662829,-3016.5730997730,6654.7055949271,219.8448799716,-26.9555587006
2460847.1612268519,-3718.8310546875,5704.7812500000,-472.5719299316,-3802.1520996094,1604.2937011719,4847.2338867188,4593.7042784604,-3810.3406575950,-3082.2809591202,6717.2368452975,219.6746939524,-27.3136625598
2460847.1613425924,-3707.3547363281,5705.5981445312,-548.1467895508,-3803.3210449219,1601.5206298828,4847.2338867188,4632.5482161619,-3819.6624263900,-3148.4080694328,6779.5868161939,219.5065119260,-27.6710921678
2460847.1614583335,-3695.4133300781,5705.6987304688,-623.6525878906,-3804.4877929688,1598.7468261719,4847.2338867188,4670.8000145561,-3828.4866121700,-3214.9451257935,6841.7508488256,219.3402394187,-28.0278662508
2460847.1615740741,-3683.0078125000,5705.0834960938,-699.0799560547,-3805.6525878906,1595.9721679688,4847.2338867188,4708.4551769506,-3836.8118196609,-3281.8837809457,6903.7262579332,219.1757991292,-28.3840040408
2460847.1616898146,-3670.1403808594,5703.7519531250,-774.4193115234,-3806.8154296875,1593.1965332031,4847.2338867188,4745.5102141088,-3844.6361053381,-3349.2148356636,6965.5103179960,219.0131063805,-28.7395168652
2460847.1618055557,-3656.8122558594,5701.7050781250,-849.6612548828,-3807.9760742188,1590.4201660156,4847.2338867188,4781.9606642882,-3851.9573652265,-3416.9292736637,7027.0996150291,218.8520837066,-29.0944209731
2460847.1619212963,-3643.0253906250,5698.9423828125,-924.7962646484,-3809.1350097656,1587.6429443359,4847.2338867188,4817.8025817413,-3858.7730373857,-3485.0189212463,7088.4912324226,218.6926496737,-29.4487382885
2460847.1620370368,-3628.7812500000,5695.4648437500,-999.8148803711,-3810.2917480469,1584.8648681641,4847.2338867188,4853.0321131263,-3865.0826443101,-3553.4736081543,7149.6824560417,218.5347397220,-29.8024712778
2460847.1621527779,-3614.0820312500,5691.2724609375,-1074.7077636719,-3811.4462890625,1582.0859375000,4847.2338867188,4887.6453495507,-3870.8829178730,-3622.2844900497,7210.6696328233,218.3782715630,-30.1556391922
2460847.1622685185,-3598.9291992188,5686.3662109375,-1149.4653320312,-3812.5991210938,1579.3061523438,4847.2338867188,4921.6385812881,-3876.1733067402,-3691.4431936383,7271.4509336560,218.2231834448,-30.5082572351
2460847.1623842590,-3583.3251953125,5680.7470703125,-1224.0783691406,-3813.7495117188,1576.5255126953,4847.2338867188,4955.0088496193,-3880.9519871312,-3760.9394315837,7332.0233519994,218.0694021285,-30.8603285259
2460847.1625000001,-3567.2714843750,5674.4150390625,-1298.5373535156,-3814.8981933594,1573.7440185547,4847.2338867188,4987.7510482991,-3885.2167231494,-3830.7647326353,7392.3831030630,217.9168653500,-31.2118765871
2460847.1626157407,-3550.7702636719,5667.3710937500,-1372.8331298828,-3816.0449218750,1570.9617919922,4847.2338867188,5019.8621901858,-3888.9664255996,-3900.9094729638,7452.5278251179,217.7655088115,-31.5629078890
2460847.1627314813,-3533.8237304688,5659.6162109375,-1446.9560546875,-3817.1894531250,1568.1787109375,4847.2338867188,5051.3394363864,-3892.1995752976,-3971.3645428421,7512.4552556193,217.6152660276,-31.9134331510
2460847.1628472223,-3516.4340820312,5651.1518554688,-1520.8970947266,-3818.3317871094,1565.3946533203,4847.2338867188,5082.1792880462,-3894.9152064646,-4042.1201117072,7572.1625562888,217.4660796664,-32.2634593994
2460847.1629629629,-3498.6035156250,5641.9785156250,-1594.6468505859,-3819.4724121094,1562.6099853516,4847.2338867188,5112.3781349629,-3897.1111803309,-4113.1677221007,7631.6469033124,217.3178860720,-32.6130060005
2460847.1630787039,-3480.3339843750,5632.0981445312,-1668.1961669922,-3820.6108398438,1559.8243408203,4847.2338867188,5141.9329269244,-3898.7873626864,-4184.4971640586,7690.9059050574,217.1706341116,-32.9620746458
2460847.1631944445,-3461.6284179688,5621.5112304688,-1741.5356445312,-3821.7473144531,1557.0378417969,4847.2338867188,5170.8405022098,-3899.9414885794,-4256.0989613869,7749.9363534648,217.0242594332,-33.3106776494
2460847.1633101851,-3442.4885253906,5610.2192382812,-1814.6561279297,-3822.8815917969,1554.2506103516,4847.2338867188,5199.0978947726,-3900.5729459195,-4327.9641118878,7808.7362344785,216.8787095427,-33.6588258189
2460847.1634259261,-3422.9172363281,5598.2241210938,-1887.5484619141,-3824.0139160156,1551.4625244141,4847.2338867188,5226.7020259349,-3900.6808557248,-4400.0824296698,7867.3026250437,216.7339317617,-34.0065239867
2460847.1635416667,-3402.9167480469,5585.5273437500,-1960.2034912109,-3825.1442871094,1548.6735839844,4847.2338867188,5253.6503739139,-3900.2642964900,-4472.4451763082,7925.6337089777,216.5898712265,-34.3537843875
2460847.1636574073,-3382.4897460938,5572.1303710938,-2032.6121826172,-3826.2727050781,1545.8837890625,4847.2338867188,5279.9398607701,-3899.3224095762,-4545.0421652871,7983.7264777427,216.4464774203,-34.7006124427
2460847.1637731483,-3361.6386718750,5558.0351562500,-2104.7653808594,-3827.3989257812,1543.0932617188,4847.2338867188,5305.5677241783,-3897.8543467626,-4617.8635826579,8041.5782936223,216.3036991410,-35.0470151573
2460847.1638888889,-3340.3664550781,5543.2431640625,-2176.6538085938,-3828.5231933594,1540.3018798828,4847.2338867188,5330.5318589025,-3895.8592610623,-4690.9003377372,8099.1873209207,216.1614826681,-35.3930018864
2460847.1640046295,-3318.6755371094,5527.7563476562,-2248.2690429688,-3829.6452636719,1537.5096435547,4847.2338867188,5354.8294337432,-3893.3360992273,-4764.1426748209,8156.5507214802,216.0197773816,-35.7385812350
2460847.1641203705,-3296.5686035156,5511.5766601562,-2319.6013183594,-3830.7653808594,1534.7165527344,4847.2338867188,5378.4574765938,-3890.2850420811,-4837.5803178941,8213.6657996441,215.8785426968,-36.0837567080
2460847.1642361111,-3274.0488281250,5494.7070312500,-2390.6425781250,-3831.8835449219,1531.9227294922,4847.2338867188,5401.4149969020,-3886.7055475512,-4911.2045125673,8270.5316483515,215.7377235948,-36.4285359062
2460847.1643518517,-3251.1186523438,5477.1484375000,-2461.3830566406,-3832.9997558594,1529.1280517578,4847.2338867188,5423.6984282237,-3882.5969128344,-4985.0048459645,8327.1445731509,215.5972775837,-36.7729263129
2460847.1644675927,-3227.7812500000,5458.9038085938,-2531.8144531250,-3834.1137695312,1526.3326416016,4847.2338867188,5445.3059807538,-3877.9585372936,-5058.9713211828,8383.5022794504,215.4571544592,-37.1169319931
2460847.1645833333,-3204.0395507812,5439.9750976562,-2601.9279785156,-3835.2255859375,1523.5363769531,4847.2338867188,5466.2361746576,-3872.7900058525,-5133.0949581301,8439.6033198100,215.3173043272,-37.4605613513
2460847.1646990739,-3179.8964843750,5420.3652343750,-2671.7143554688,-3836.3356933594,1520.7392578125,4847.2338867188,5486.4858551145,-3867.0920111427,-5207.3649958354,8495.4445358008,215.1776937736,-37.8038164149
2460847.1648148149,-3155.3552246094,5400.0766601562,-2741.1652832031,-3837.4436035156,1517.9412841797,4847.2338867188,5506.0543485371,-3860.8638999372,-5281.7724118634,8551.0247545896,215.0382681297,-38.1467037693
2460847.1649305555,-3130.4187011719,5379.1113281250,-2810.2719726562,-3838.5495605469,1515.1425781250,4847.2338867188,5524.9387371816,-3854.1053843553,-5356.3068842265,8606.3406742551,214.8989866774,-38.4892300525
2460847.1650462961,-3105.0903320312,5357.4726562500,-2879.0258789062,-3839.6533203125,1512.3431396484,4847.2338867188,5543.1382363948,-3846.8165185141,-5430.9588449427,8661.3909281568,214.7598009484,-38.8313981731
2460847.1651620371,-3079.3730468750,5335.1630859375,-2947.4179687500,-3840.7551269531,1509.5427246094,4847.2338867188,5560.6504882971,-3838.9979552367,-5505.7181380384,8716.1729772208,214.6206745796,-39.1732122173
2460847.1652777777,-3053.2700195312,5312.1855468750,-3015.4401855469,-3841.8547363281,1506.7416992188,4847.2338867188,5577.4740368878,-3830.6491768673,-5580.5751237951,8770.6846061589,214.4815588593,-39.5146789539
2460847.1653935187,-3026.7849121094,5288.5429687500,-3083.0837402344,-3842.9526367188,1503.9396972656,4847.2338867188,5593.6075575426,-3821.7709127893,-5655.5200513943,8824.9241055865,214.3424133258,-39.8558014552
2460847.1655092593,-2999.9208984375,5264.2382812500,-3150.3400878906,-3844.0480957031,1501.1369628906,4847.2338867188,5609.0500744073,-3812.3629498694,-5730.5428750749,8878.8893247870,214.2031894152,-40.1965826293
2460847.1656249999,-2972.6813964844,5239.2749023438,-3217.2011718750,-3845.1418457031,1498.3334960938,4847.2338867188,5623.7992889101,-3802.4262213340,-5805.6333887086,8932.5776041814,214.0638529343,-40.5370268053
2460847.1657407410,-2945.0698242188,5213.6552734375,-3283.6584472656,-3846.2333984375,1495.5291748047,4847.2338867188,5637.8547587516,-3791.9603199153,-5880.7823742684,8985.9874628277,213.9243515311,-40.8771401889
2460847.1658564815,-2917.0898437500,5187.3837890625,-3349.7036132812,-3847.3229980469,1492.7239990234,4847.2338867188,5651.2150647485,-3780.9670736460,-5955.9788819587,9039.1165587337,213.7846531196,-41.2169190327
2460847.1659722221,-2888.7446289062,5160.4628906250,-3415.3283691406,-3848.4104003906,1489.9180908203,4847.2338867188,5663.8794121501,-3769.4462819506,-6031.2139918078,9091.9633458823,213.6447084353,-41.5563722475
2460847.1660879632,-2860.0380859375,5132.8959960938,-3480.5246582031,-3849.4958496094,1487.1114501953,4847.2338867188,5675.8463677367,-3757.3981247344,-6106.4774053612,9144.5250811671,213.5044737517,-41.8955037218
2460847.1662037037,-2830.9736328125,5104.6870117188,-3545.2841796875,-3850.5793457031,1484.3039550781,4847.2338867188,5687.1146831093,-3744.8240197777,-6181.7586678683,9196.7994751276,213.3639129934,-42.2343135020
2460847.1663194443,-2801.5549316406,5075.8398437500,-3609.5991210938,-3851.6606445312,1481.4956054688,4847.2338867188,5697.6853197930,-3731.7252284625,-6257.0492925508,9248.7867871164,213.2229786145,-42.5728036522
2460847.1664351854,-2771.7858886719,5046.3574218750,-3673.4609375000,-3852.7399902344,1478.6866455078,4847.2338867188,5707.5561380926,-3718.1017481372,-6332.3382994533,9300.4831066833,213.0816283220,-42.9109787310
2460847.1665509259,-2741.6701660156,5016.2436523438,-3736.8620605469,-3853.8171386719,1475.8767089844,4847.2338867188,5716.7261600384,-3703.9546406453,-6407.6150051329,9351.8858003522,212.9398216178,-43.2488386193
2460847.1666666665,-2711.2116699219,4985.5029296875,-3799.7946777344,-3854.8923339844,1473.0661621094,4847.2338867188,5725.1962296415,-3689.2855299689,-6482.8710221885,9402.9950696505,212.7975133490,-43.5863860624
2460847.1667824076,-2680.4138183594,4954.1386718750,-3862.2507324219,-3855.9655761719,1470.2546386719,4847.2338867188,5732.9649209185,-3674.0954583162,-6558.0960460465,9453.8081200368,212.6546643204,-43.9236247404
2460847.1668981481,-2649.2810058594,4922.1547851562,-3924.2224121094,-3857.0366210938,1467.4425048828,4847.2338867188,5740.0323307652,-3658.3850470992,-6633.2797632304,9504.3228442826,212.5112250010,-44.2605542245
2460847.1670138887,-2617.8171386719,4889.5556640625,-3985.7019042969,-3858.1057128906,1464.6295166016,4847.2338867188,5746.3980300071,-3642.1559685504,-6708.4123051431,9554.5374599878,212.3671552691,-44.5971758034
2460847.1671296298,-2586.0258789062,4856.3447265625,-4046.6818847656,-3859.1726074219,1461.8156738281,4847.2338867188,5752.0621254092,-3625.4089107351,-6783.4846289038,9604.4506441118,212.2224051159,-44.9334948299
2460847.1672453703,-2553.9111328125,4822.5273437500,-4107.1547851562,-3860.2375488281,1459.0012207031,4847.2338867188,5757.0238370629,-3608.1464904948,-6858.4858835768,9654.0599321012,212.0769417393,-45.2695080280
2460847.1673611109,-2521.4772949219,4788.1069335938,-4167.1123046875,-3861.3005371094,1456.1859130859,4847.2338867188,5761.2829811832,-3590.3692561493,-6933.4059930474,9703.3629041275,211.9307143359,-45.6052182985
2460847.1674768520,-2488.7285156250,4753.0883789062,-4226.5478515625,-3862.3613281250,1453.3697509766,4847.2338867188,5764.8411581087,-3572.0796005042,-7008.2359303157,9752.3595660501,211.7836767254,-45.9406225889
2460847.1675925925,-2455.6684570312,4717.4755859375,-4285.4541015625,-3863.4201660156,1450.5528564453,4847.2338867188,5767.6974366858,-3553.2782225438,-7082.9662512898,9801.0474320282,211.6357812541,-46.2757290930
2460847.1677083331,-2422.3017578125,4681.2729492188,-4343.8227539062,-3864.4768066406,1447.7352294922,4847.2338867188,5769.8522333470,-3533.9664637471,-7157.5863722730,9849.4241678433,211.4869781133,-46.6105353510
2460847.1678240742,-2388.6323242188,4644.4858398438,-4401.6474609375,-3865.5314941406,1444.9168701172,4847.2338867188,5771.3054790688,-3514.1474839050,-7232.0861201009,9897.4880207011,211.3372320323,-46.9450386333
2460847.1679398147,-2354.6645507812,4607.1186523438,-4458.9204101562,-3866.5842285156,1442.0976562500,4847.2338867188,5772.0585146061,-3493.8228340223,-7306.4566872943,9945.2383990973,211.1864891559,-47.2792403200
2460847.1680555558,-2320.4025878906,4569.1757812500,-4515.6347656250,-3867.6347656250,1439.2777099609,4847.2338867188,5772.1112534186,-3472.9936223560,-7380.6879155023,9992.6726719536,211.0346978379,-47.6131427307
2460847.1681712964,-2285.8508300781,4530.6621093750,-4571.7836914062,-3868.6833496094,1436.4570312500,4847.2338867188,5771.4638512468,-3451.6624364862,-7454.7694414857,10039.7886425665,210.8818151880,-47.9467435800
2460847.1682870369,-2251.0134277344,4491.5825195312,-4627.3603515625,-3869.7297363281,1433.6356201172,4847.2338867188,5770.1176104663,-3429.8308788312,-7528.6924902214,10086.5855326921,210.7277851765,-48.2800448919
2460847.1684027780,-2215.8950195312,4451.9418945312,-4682.3569335938,-3870.7741699219,1430.8133544922,4847.2338867188,5768.0734569261,-3407.5014851535,-7602.4473261590,10133.0618829079,210.5725592660,-48.6130444695
2460847.1685185186,-2180.5000000000,4411.7456054688,-4736.7675781250,-3871.8164062500,1427.9903564453,4847.2338867188,5765.3325075974,-3384.6767299336,-7676.0240521231,10179.2161160909,210.4160866316,-48.9457391640
2460847.1686342591,-2144.8325195312,4370.9985351562,-4790.5844726562,-3872.8566894531,1425.1666259766,4847.2338867188,5761.8938063355,-3361.3584395135,-7749.4119662141,10225.0445777257,210.2583195444,-49.2781321067
2460847.1687500002,-2108.8974609375,4329.7055664062,-4843.8022460938,-3873.8950195312,1422.3420410156,4847.2338867188,5757.7604377751,-3337.5488071575,-7822.6033441000,10270.5482024131,210.0991942631,-49.6102219554
2460847.1688657408,-2072.6992187500,4287.8720703125,-4896.4135742188,-3874.9311523438,1419.5168457031,4847.2338867188,5752.9328698345,-3313.2503649110,-7895.5875585442,10315.7242828627,209.9386596923,-49.9420057097
